Ensembl,logFC,FDR,SYMBOL
ENSG00000213625,0.62213288,2.95E-07,LEPROT
ENSG00000104660,-0.484193864,0.000137227,LEPROTL1
ENSG00000168924,-0.052556854,0.661785591,LETM1
ENSG00000165046,-0.672393639,0.000204289,LETM2
ENSG00000050426,0.098545422,0.455617251,LETMD1
ENSG00000106003,0.336772555,0.006495923,LFNG
ENSG00000100097,3.295312291,2.41E-72,LGALS1
ENSG00000131981,3.001988203,2.06E-16,LGALS3
ENSG00000108679,2.034909955,2.79E-27,LGALS3BP
ENSG00000116977,-0.275752857,0.072897687,LGALS8
ENSG00000119862,-0.65896418,3.42E-06,LGALSL
ENSG00000108231,-2.410627928,3.86E-16,LGI1
ENSG00000153012,-0.355396577,0.355563466,LGI2
ENSG00000153902,-1.431832338,1.65E-05,LGI4
ENSG00000100600,1.439151625,2.63E-22,LGMN
ENSG00000205213,1.198401119,1.17E-17,LGR4
ENSG00000139292,-1.035560004,0.001302476,LGR5
ENSG00000146166,4.570143224,1.77E-34,LGSN
ENSG00000145685,1.440564322,3.13E-35,LHFPL2
ENSG00000187416,-1.275547279,1.55E-10,LHFPL3
ENSG00000156959,-1.279069804,6.90E-15,LHFPL4
ENSG00000183722,0.481363642,0.000137401,LHFPL6
ENSG00000107902,0.350270272,0.05054513,LHPP
ENSG00000273706,4.834382548,5.65E-52,LHX1
ENSG00000106689,-3.51088189,3.52E-108,LHX2
ENSG00000089116,1.286824771,1.45E-09,LHX5
ENSG00000106852,-3.775972104,2.39E-11,LHX6
ENSG00000162624,-10.75567621,2.46E-52,LHX8
ENSG00000143355,-0.17682173,0.533084927,LHX9
ENSG00000121897,0.443075542,0.001858992,LIAS
ENSG00000128342,1.843750762,3.25E-10,LIF
ENSG00000113594,0.847315077,3.99E-12,LIFR
ENSG00000105486,-0.559524138,7.52E-07,LIG1
ENSG00000005156,-0.043361471,0.719758448,LIG3
ENSG00000174405,0.06852019,0.583192536,LIG4
ENSG00000050405,1.768866586,9.24E-23,LIMA1
ENSG00000064042,1.078919675,1.84E-21,LIMCH1
ENSG00000144791,-0.729325763,2.84E-10,LIMD1
ENSG00000136490,-0.634113197,2.71E-09,LIMD2
ENSG00000203896,-0.211774991,0.332552718,LIME1
ENSG00000106683,-0.017700755,0.890377842,LIMK1
ENSG00000182541,-0.289214817,0.016996311,LIMK2
ENSG00000169756,0.573272722,8.85E-07,LIMS1
ENSG00000131914,-8.200679766,5.35E-37,LIN28A
ENSG00000187772,-0.394092173,0.05612389,LIN28B
ENSG00000267796,-0.02716493,0.899929965,LIN37
ENSG00000205659,-0.084622391,0.559927073,LIN52
ENSG00000189308,-0.138372511,0.278509373,LIN54
ENSG00000111052,-0.173670842,0.218790423,LIN7A
ENSG00000104863,-0.047303737,0.807940966,LIN7B
ENSG00000148943,-0.335574296,0.00248452,LIN7C
ENSG00000183814,-0.648647834,2.56E-05,LIN9
ENSG00000205704,-0.146586187,0.533908047,LINC00634
ENSG00000263874,0.820421023,4.24E-07,LINC00672
ENSG00000169783,-1.876116018,2.36E-14,LINGO1
ENSG00000174482,-2.407361456,7.79E-23,LINGO2
ENSG00000220008,-1.42075899,1.45E-05,LINGO3
ENSG00000140471,-0.200687863,0.128256317,LINS1
ENSG00000107798,0.793270325,5.96E-09,LIPA
ENSG00000079435,-1.240047375,3.01E-07,LIPE
ENSG00000101670,-0.448773176,0.000144789,LIPG
ENSG00000144182,0.47305685,0.0131587,LIPT1
ENSG00000175536,-0.292969482,0.192508853,LIPT2
ENSG00000189067,1.389116351,2.47E-21,LITAF
ENSG00000145721,-0.800093607,3.43E-05,LIX1
ENSG00000271601,0.156627265,0.173932008,LIX1L
ENSG00000131899,0.67943836,7.94E-09,LLGL1
ENSG00000139233,-0.09360488,0.515497007,LLPH
ENSG00000074695,0.537381748,3.53E-06,LMAN1
ENSG00000169223,0.72721903,1.11E-07,LMAN2
ENSG00000114988,0.706505834,1.34E-08,LMAN2L
ENSG00000105983,-0.07823803,0.510112782,LMBR1
ENSG00000139636,-0.27644438,0.01381268,LMBR1L
ENSG00000168216,0.574248777,5.20E-07,LMBRD1
ENSG00000164187,-0.170884701,0.161379416,LMBRD2
ENSG00000071282,0.935111654,3.27E-06,LMCD1
ENSG00000103227,0.087856495,0.626552563,LMF1
ENSG00000100258,0.001255669,0.993029124,LMF2
ENSG00000185621,0.531056094,2.60E-05,LMLN
ENSG00000160789,1.023057672,4.78E-14,LMNA
ENSG00000113368,-1.089456712,7.85E-19,LMNB1
ENSG00000176619,-0.436870081,3.69E-05,LMNB2
ENSG00000166407,-1.484713201,4.83E-13,LMO1
ENSG00000135363,-0.544478159,0.002237013,LMO2
ENSG00000048540,-2.830782072,2.97E-24,LMO3
ENSG00000143013,-0.078965977,0.523322807,LMO4
ENSG00000136153,-1.218337512,1.08E-09,LMO7
ENSG00000163431,3.350898215,6.30E-41,LMOD1
ENSG00000164715,-0.31231141,0.008758806,LMTK2
ENSG00000142235,-0.778248028,3.43E-06,LMTK3
ENSG00000136944,3.041246846,5.55E-35,LMX1B
ENSG00000206535,0.355522666,0.016345559,LNP1
ENSG00000113441,-0.287640698,0.018498585,LNPEP
ENSG00000144320,-0.238776026,0.043595925,LNPK
ENSG00000072201,-0.712471796,0.000131409,LNX1
ENSG00000139517,0.227721607,0.123733845,LNX2
ENSG00000275464,0.289690365,0.089993429,LOC102724159
ENSG00000271254,-0.220263388,0.09172418,LOC102724250
ENSG00000277196,1.217394371,5.85E-10,LOC102724788
ENSG00000285043,-0.324001322,0.137245157,LOC112694756
ENSG00000276256,0.006922881,0.970791197,LOC389831
ENSG00000286190,1.814454535,5.93E-17,LOC728392
ENSG00000170846,-0.25295267,0.042584328,LOC93622
ENSG00000196365,0.539540877,7.76E-06,LONP1
ENSG00000102910,0.182230194,0.105048896,LONP2
ENSG00000154359,0.091783743,0.424351975,LONRF1
ENSG00000170500,0.240758564,0.077635492,LONRF2
ENSG00000113083,2.328000045,1.66E-25,LOX
ENSG00000129038,1.000374271,8.87E-08,LOXL1
ENSG00000134013,0.637257392,0.001186641,LOXL2
ENSG00000115318,1.070222151,1.37E-18,LOXL3
ENSG00000198121,1.956199062,1.21E-20,LPAR1
ENSG00000064547,-0.612866372,3.46E-05,LPAR2
ENSG00000147145,0.161048369,0.268210933,LPAR4
ENSG00000139679,2.134485472,3.89E-12,LPAR6
ENSG00000153395,-0.167419763,0.158051429,LPCAT1
ENSG00000087253,0.11913162,0.704488169,LPCAT2
ENSG00000111684,0.169224503,0.242976702,LPCAT3
ENSG00000176454,-0.73498108,2.43E-09,LPCAT4
ENSG00000123684,-0.879476326,7.89E-14,LPGAT1
ENSG00000134324,-0.462648809,1.06E-05,LPIN1
ENSG00000101577,0.167119563,0.140798583,LPIN2
ENSG00000132793,-0.145956403,0.578504638,LPIN3
ENSG00000175445,-4.82546235,4.17E-42,LPL
ENSG00000145012,0.744644707,5.92E-09,LPP
ENSG00000110031,0.206554947,0.233172837,LPXN
ENSG00000121207,-2.539825899,2.03E-55,LRAT
ENSG00000162981,-1.212843396,9.56E-28,LRATD1
ENSG00000168672,1.396209651,4.82E-14,LRATD2
ENSG00000198589,0.354655317,0.001482562,LRBA
ENSG00000136141,-0.524463687,0.002228535,LRCH1
ENSG00000130224,-0.93459003,1.14E-09,LRCH2
ENSG00000186001,0.973851195,6.35E-19,LRCH3
ENSG00000077454,-0.406978061,0.02294825,LRCH4
ENSG00000128011,-0.699186795,0.000111526,LRFN1
ENSG00000156564,-2.050477394,7.09E-20,LRFN2
ENSG00000126243,-0.329729593,0.063610979,LRFN3
ENSG00000173621,-0.60458843,2.01E-07,LRFN4
ENSG00000165379,-1.459236819,1.43E-11,LRFN5
ENSG00000155530,-0.710519859,1.39E-06,LRGUK
ENSG00000121931,0.014082393,0.918496512,LRIF1
ENSG00000144749,0.332604834,0.018481158,LRIG1
ENSG00000198799,-0.187679387,0.092723311,LRIG2
ENSG00000139263,0.775662561,1.30E-05,LRIG3
ENSG00000148655,-6.687783303,7.17E-53,LRMDA
ENSG00000123384,-0.103081269,0.667840109,LRP1
ENSG00000197324,1.573680347,1.52E-23,LRP10
ENSG00000120256,-0.51490272,0.005628061,LRP11
ENSG00000147650,-0.336608331,0.015590896,LRP12
ENSG00000168702,-0.875173948,1.69E-11,LRP1B
ENSG00000081479,3.586914294,2.89E-115,LRP2
ENSG00000109771,0.753031597,0.000425109,LRP2BP
ENSG00000130881,-0.414934873,0.000142091,LRP3
ENSG00000134569,2.033719183,3.64E-42,LRP4
ENSG00000162337,-0.30630288,0.017783135,LRP5
ENSG00000100068,-1.741378274,5.05E-14,LRP5L
ENSG00000070018,-0.399673202,0.001772276,LRP6
ENSG00000157193,-1.200705364,2.94E-10,LRP8
ENSG00000163956,0.41293887,0.001999879,LRPAP1
ENSG00000138095,-0.057053576,0.657078866,LRPPRC
ENSG00000165501,-0.336078578,0.045590314,LRR1
ENSG00000137269,-0.582205723,0.000699452,LRRC1
ENSG00000204950,-0.993822109,1.06E-08,LRRC10B
ENSG00000160959,-0.028648076,0.831690562,LRRC14
ENSG00000128606,0.537900506,6.83E-05,LRRC17
ENSG00000163827,3.593753651,3.84E-25,LRRC2
ENSG00000172731,-0.154166557,0.248706484,LRRC20
ENSG00000010626,0.916569806,1.76E-07,LRRC23
ENSG00000254402,-0.967002455,1.64E-10,LRRC24
ENSG00000148814,0.027545986,0.829157599,LRRC27
ENSG00000168904,0.140239908,0.269624044,LRRC28
ENSG00000125122,0.258582214,0.199394357,LRRC29
ENSG00000160233,0.248966134,0.171641373,LRRC3
ENSG00000176681,-0.113120165,0.659813627,LRRC37A
ENSG00000238083,-0.355111372,0.028239547,LRRC37A2
ENSG00000176809,0.438007649,0.002942101,LRRC37A3
ENSG00000185158,-0.298568852,0.015712089,LRRC37B
ENSG00000122477,-0.659326913,0.000883282,LRRC39
ENSG00000179796,-0.416049631,0.09807826,LRRC3B
ENSG00000128594,-0.248464598,0.0217639,LRRC4
ENSG00000066557,-0.411590313,0.000239335,LRRC40
ENSG00000132128,0.143007635,0.252501512,LRRC41
ENSG00000116212,0.394067073,0.000446904,LRRC42
ENSG00000158113,-0.238458256,0.39464935,LRRC43
ENSG00000169683,-0.129450173,0.371173842,LRRC45
ENSG00000141294,0.178586079,0.550025588,LRRC46
ENSG00000130764,-0.293113819,0.010313506,LRRC47
ENSG00000137821,-0.318717729,0.012106506,LRRC49
ENSG00000131409,0.051816416,0.670496129,LRRC4B
ENSG00000148948,-0.789925568,1.14E-07,LRRC4C
ENSG00000183908,-0.164929887,0.342229745,LRRC55
ENSG00000161328,-0.357357193,0.056585641,LRRC56
ENSG00000180979,0.276164199,0.023024983,LRRC57
ENSG00000163428,0.592777398,8.55E-08,LRRC58
ENSG00000108829,-0.027275828,0.836529345,LRRC59
ENSG00000129295,0.442901381,0.00249289,LRRC6
ENSG00000188993,-1.040415551,1.10E-05,LRRC66
ENSG00000033122,-1.218594946,6.27E-30,LRRC7
ENSG00000204052,-0.089792397,0.681565638,LRRC73
ENSG00000181350,0.044091936,0.787852769,LRRC75A
ENSG00000178026,0.453941769,0.002974451,LRRC75B
ENSG00000136802,0.159651239,0.153150539,LRRC8A
ENSG00000197147,-0.455727511,0.001683508,LRRC8B
ENSG00000171488,0.953846045,1.77E-08,LRRC8C
ENSG00000171492,0.654808083,1.72E-09,LRRC8D
ENSG00000131951,0.638659829,0.0003015,LRRC9
ENSG00000133739,0.708541169,5.74E-10,LRRCC1
ENSG00000124831,-0.15050282,0.190126204,LRRFIP1
ENSG00000093167,-0.179562939,0.15948657,LRRFIP2
ENSG00000133640,0.909784278,2.82E-14,LRRIQ1
ENSG00000188906,0.021208668,0.944828901,LRRK2
ENSG00000175928,0.055017628,0.794448473,LRRN1
ENSG00000170382,-0.698788941,1.33E-07,LRRN2
ENSG00000173114,0.461790231,5.41E-05,LRRN3
ENSG00000177363,1.157853488,3.57E-05,LRRN4CL
ENSG00000162951,-2.252936285,4.69E-20,LRRTM1
ENSG00000146006,-0.697123214,3.08E-06,LRRTM2
ENSG00000198739,-1.170365853,1.90E-12,LRRTM3
ENSG00000176204,-0.918747275,2.38E-07,LRRTM4
ENSG00000148356,0.059530515,0.642402224,LRSAM1
ENSG00000166159,-1.060736116,0.002195781,LRTM2
ENSG00000184154,0.612265256,0.000353328,LRTOMT
ENSG00000161036,0.027360859,0.836833762,LRWD1
ENSG00000185565,-0.460244114,4.38E-05,LSAMP
ENSG00000041802,0.247577104,0.027830115,LSG1
ENSG00000175324,0.361270093,0.003428407,LSM1
ENSG00000181817,-0.393401137,0.15415303,LSM10
ENSG00000155858,-0.301227261,0.04405079,LSM11
ENSG00000161654,0.015714653,0.914345829,LSM12
ENSG00000257103,-0.116793191,0.364832024,LSM14A
ENSG00000149657,-0.368313233,0.000648228,LSM14B
ENSG00000204392,0.176786323,0.147369995,LSM2
ENSG00000170860,0.052365965,0.716610909,LSM3
ENSG00000130520,0.260314374,0.044313305,LSM4
ENSG00000106355,0.00151682,0.991524709,LSM5
ENSG00000164167,-0.286716198,0.037432871,LSM6
ENSG00000130332,-0.156240161,0.250276047,LSM7
ENSG00000128534,-0.174824623,0.150690166,LSM8
ENSG00000181016,0.160324506,0.531908763,LSMEM1
ENSG00000105699,-0.269810652,0.425029354,LSR
ENSG00000160285,0.376150237,0.002523902,LSS
ENSG00000111144,0.581004153,3.38E-08,LTA4H
ENSG00000213903,0.448676271,0.0059708,LTB4R
ENSG00000213906,0.137670738,0.560251427,LTB4R2
ENSG00000049323,1.905841804,1.23E-56,LTBP1
ENSG00000119681,1.462164567,1.81E-09,LTBP2
ENSG00000168056,0.924100992,7.30E-09,LTBP3
ENSG00000090006,-1.300900779,7.08E-17,LTBP4
ENSG00000213316,-0.429688173,0.108279637,LTC4S
ENSG00000198862,0.4191407,0.000340792,LTN1
ENSG00000149716,-0.198137298,0.113510771,LTO1
ENSG00000135521,-0.395874011,0.016706873,LTV1
ENSG00000007392,-0.166203363,0.157242689,LUC7L
ENSG00000146963,-0.317579513,0.004304957,LUC7L2
ENSG00000108848,-0.524799589,0.001100772,LUC7L3
ENSG00000139329,3.934433603,2.40E-80,LUM
ENSG00000171357,0.642087338,0.010992506,LURAP1
ENSG00000153714,1.336627336,2.27E-08,LURAP1L
ENSG00000169641,0.254819688,0.044012803,LUZP1
ENSG00000187398,-0.70957731,0.000740754,LUZP2
ENSG00000172901,-0.536277271,0.04723028,LVRN
ENSG00000079257,2.274051436,9.51E-17,LXN
ENSG00000160932,-1.034014181,8.36E-12,LY6E
ENSG00000240053,-0.826733125,0.000102775,LY6G5B
ENSG00000204428,-0.745805916,4.27E-05,LY6G5C
ENSG00000176956,2.03654704,8.33E-20,LY6H
ENSG00000145220,-0.090301379,0.610228892,LYAR
ENSG00000144214,-0.286144932,0.218965774,LYG1
ENSG00000254087,-0.809759609,0.008861212,LYN
ENSG00000180155,-0.957912287,1.54E-05,LYNX1
ENSG00000150551,1.127429446,1.25E-14,LYPD1
ENSG00000187123,-0.604648412,3.91E-06,LYPD6
ENSG00000150556,-3.135779716,1.76E-14,LYPD6B
ENSG00000120992,0.100694305,0.405664689,LYPLA1
ENSG00000011009,0.335323596,0.008614149,LYPLA2
ENSG00000143353,0.887297917,2.91E-15,LYPLAL1
ENSG00000102897,0.257755978,0.037060272,LYRM1
ENSG00000083099,0.234827659,0.03634087,LYRM2
ENSG00000214113,0.238548813,0.030037752,LYRM4
ENSG00000186687,-0.351815739,0.007659401,LYRM7
ENSG00000232859,0.026953413,0.884882978,LYRM9
ENSG00000163155,-0.021557008,0.875847073,LYSMD1
ENSG00000140280,0.205669609,0.425130468,LYSMD2
ENSG00000176018,0.242123821,0.06488356,LYSMD3
ENSG00000183060,-0.290888258,0.070697864,LYSMD4
ENSG00000143669,-0.663666198,6.76E-06,LYST
ENSG00000162441,-0.059981513,0.603617854,LZIC
ENSG00000163818,0.507679317,0.000580565,LZTFL1
ENSG00000099949,0.010708697,0.940297556,LZTR1
ENSG00000061337,-1.959956549,3.40E-64,LZTS1
ENSG00000107816,0.111745143,0.344578167,LZTS2
ENSG00000088899,0.196703113,0.068905617,LZTS3
ENSG00000003056,0.890235556,2.96E-10,M6PR
ENSG00000183833,0.283728231,0.073771401,MAATS1
ENSG00000180660,0.105155361,0.7866107,MAB21L1
ENSG00000181541,2.263969826,1.58E-07,MAB21L2
ENSG00000183742,-0.032373788,0.916209723,MACC1
ENSG00000127603,-0.463439676,0.000798043,MACF1
ENSG00000204178,-0.595866195,0.000118282,MACO1
ENSG00000133315,0.430249944,0.02294825,MACROD1
ENSG00000172264,-1.307774337,4.64E-18,MACROD2
ENSG00000113648,-0.272199449,0.014597275,MACROH2A1
ENSG00000099284,-0.71019347,1.26E-09,MACROH2A2
ENSG00000164109,-0.546273836,1.02E-05,MAD2L1
ENSG00000124688,-0.265987122,0.047299301,MAD2L1BP
ENSG00000116670,-0.225159602,0.071581426,MAD2L2
ENSG00000099866,-0.693041123,0.005572418,MADCAM1
ENSG00000110514,-0.597378746,2.47E-07,MADD
ENSG00000090316,0.051087787,0.704316465,MAEA
ENSG00000143194,0.329395133,0.24426936,MAEL
ENSG00000178573,1.063848458,3.07E-08,MAF
ENSG00000179632,0.084159312,0.472530313,MAF1
ENSG00000204103,-0.985573847,1.37E-06,MAFB
ENSG00000185022,0.916537092,0.000141573,MAFF
ENSG00000197063,-0.017168106,0.914102393,MAFG
ENSG00000198517,0.223865428,0.22178734,MAFK
ENSG00000179222,0.04213669,0.813778936,MAGED1
ENSG00000102316,0.152288585,0.283797348,MAGED2
ENSG00000154545,-0.143373836,0.609260939,MAGED4
ENSG00000187243,-0.173220366,0.513761699,MAGED4B
ENSG00000198934,-0.732945329,6.18E-06,MAGEE1
ENSG00000177383,0.034856046,0.79540012,MAGEF1
ENSG00000187601,0.199836239,0.095291261,MAGEH1
ENSG00000254585,-0.503871189,0.052250935,MAGEL2
ENSG00000151276,-0.651698174,1.53E-06,MAGI1
ENSG00000187391,-0.763827455,1.88E-07,MAGI2
ENSG00000081026,0.078680064,0.604413988,MAGI3
ENSG00000162385,-0.062402727,0.736884491,MAGOH
ENSG00000111196,-0.129424755,0.357903066,MAGOHB
ENSG00000102158,1.3361801,5.61E-17,MAGT1
ENSG00000162972,0.22315689,0.154747233,MAIP1
ENSG00000111837,0.804175595,0.006753163,MAK
ENSG00000198042,-0.010735613,0.93689127,MAK16
ENSG00000147676,-1.084713622,1.43E-15,MAL2
ENSG00000156928,0.368561832,0.008913244,MALSU1
ENSG00000172175,1.174530895,4.65E-16,MALT1
ENSG00000165072,2.768115764,1.50E-65,MAMDC2
ENSG00000177943,0.156641023,0.243224819,MAMDC4
ENSG00000161021,-0.527911726,2.79E-06,MAML1
ENSG00000184384,0.449111242,0.000114021,MAML2
ENSG00000196782,-2.095067424,1.98E-39,MAML3
ENSG00000013619,-0.414902167,0.043222324,MAMLD1
ENSG00000176909,0.102245264,0.660979766,MAMSTR
ENSG00000111885,1.506122272,1.22E-36,MAN1A1
ENSG00000198162,-0.26803058,0.026321482,MAN1A2
ENSG00000177239,0.36930633,0.003634762,MAN1B1
ENSG00000117643,1.168285806,3.10E-07,MAN1C1
ENSG00000112893,0.854595136,3.93E-16,MAN2A1
ENSG00000196547,-0.319270459,0.00383853,MAN2A2
ENSG00000104774,1.143605298,5.94E-18,MAN2B1
ENSG00000013288,0.422429691,0.00320338,MAN2B2
ENSG00000140400,0.278816116,0.032836769,MAN2C1
ENSG00000109323,0.837591855,1.38E-10,MANBA
ENSG00000101363,-0.061876492,0.810034853,MANBAL
ENSG00000172469,0.42034441,0.000155027,MANEA
ENSG00000185090,-0.400387793,0.000853607,MANEAL
ENSG00000145050,0.564975925,0.000162539,MANF
ENSG00000111261,0.493317858,0.00203122,MANSC1
ENSG00000189221,-1.618832408,9.06E-28,MAOA
ENSG00000069535,-0.690890484,0.041124264,MAOB
ENSG00000212916,-1.50517035,1.31E-12,MAP10
ENSG00000146826,-0.202639611,0.242656202,MAP11
ENSG00000166963,-0.060712342,0.727794203,MAP1A
ENSG00000131711,-0.940848233,1.21E-08,MAP1B
ENSG00000101460,-3.258684983,1.24E-60,MAP1LC3A
ENSG00000140941,-0.044080014,0.823632839,MAP1LC3B
ENSG00000197769,3.531389205,2.07E-45,MAP1LC3C
ENSG00000130479,-0.672017457,5.57E-05,MAP1S
ENSG00000078018,-0.737864154,3.64E-06,MAP2
ENSG00000169032,0.085839135,0.602095826,MAP2K1
ENSG00000126934,0.231787177,0.042485088,MAP2K2
ENSG00000034152,-0.642179692,0.00122448,MAP2K3
ENSG00000065559,0.189168724,0.096478313,MAP2K4
ENSG00000137764,-0.074232437,0.690442316,MAP2K5
ENSG00000108984,-0.198804438,0.177310293,MAP2K6
ENSG00000076984,-0.572415202,0.000270676,MAP2K7
ENSG00000095015,-0.885645759,2.51E-10,MAP3K1
ENSG00000130758,-0.523043583,1.63E-05,MAP3K10
ENSG00000173327,0.095636355,0.447070835,MAP3K11
ENSG00000139625,-0.139037511,0.230092137,MAP3K12
ENSG00000073803,-0.108407274,0.438294493,MAP3K13
ENSG00000006062,0.060071327,0.750708162,MAP3K14
ENSG00000180815,0.811083822,0.002055287,MAP3K15
ENSG00000176601,0.614757825,0.044776227,MAP3K19
ENSG00000169967,-0.268940875,0.020678192,MAP3K2
ENSG00000091436,0.353469037,0.008584703,MAP3K20
ENSG00000143674,-0.563231388,0.00134833,MAP3K21
ENSG00000198909,-0.379192584,0.000956109,MAP3K3
ENSG00000085511,-0.305514479,0.018426874,MAP3K4
ENSG00000197442,0.355846183,0.072664644,MAP3K5
ENSG00000142733,1.478956939,4.02E-17,MAP3K6
ENSG00000135341,0.363620674,0.000649401,MAP3K7
ENSG00000107968,0.173428614,0.179024855,MAP3K8
ENSG00000006432,-0.599462192,7.99E-06,MAP3K9
ENSG00000047849,0.038125302,0.785646168,MAP4
ENSG00000168067,-0.229924222,0.064154209,MAP4K2
ENSG00000011566,-0.154538012,0.23613788,MAP4K3
ENSG00000071054,-0.640943602,7.58E-06,MAP4K4
ENSG00000012983,-0.205733297,0.079852191,MAP4K5
ENSG00000171533,-0.838787358,2.00E-11,MAP6
ENSG00000135525,1.797197411,4.57E-25,MAP7
ENSG00000116871,-0.204628147,0.076683665,MAP7D1
ENSG00000184368,-2.341095444,9.04E-37,MAP7D2
ENSG00000129680,1.495721894,2.24E-31,MAP7D3
ENSG00000164114,-0.120924939,0.261945029,MAP9
ENSG00000100030,0.269502835,0.025722069,MAPK1
ENSG00000185386,-0.744506296,7.77E-12,MAPK11
ENSG00000188130,-0.330339113,0.021346033,MAPK12
ENSG00000156711,-1.508391627,9.25E-07,MAPK13
ENSG00000112062,0.203935924,0.061086321,MAPK14
ENSG00000181085,0.02112084,0.934648739,MAPK15
ENSG00000168175,0.218068187,0.069594777,MAPK1IP1L
ENSG00000102882,0.102659527,0.461766006,MAPK3
ENSG00000141639,0.070440595,0.656954479,MAPK4
ENSG00000069956,0.068776938,0.567160839,MAPK6
ENSG00000166484,-0.588416134,1.00E-05,MAPK7
ENSG00000107643,-0.806519355,9.58E-07,MAPK8
ENSG00000121653,-0.104612045,0.415155244,MAPK8IP1
ENSG00000008735,-0.703250058,2.29E-08,MAPK8IP2
ENSG00000138834,-0.265565242,0.018247321,MAPK8IP3
ENSG00000050748,-0.516175281,3.42E-05,MAPK9
ENSG00000119487,0.531917321,4.96E-07,MAPKAP1
ENSG00000162889,0.333153449,0.003560986,MAPKAPK2
ENSG00000114738,0.770266282,6.51E-10,MAPKAPK3
ENSG00000089022,-0.25891572,0.016275903,MAPKAPK5
ENSG00000137802,-0.400926226,0.000116653,MAPKBP1
ENSG00000101367,-0.280572622,0.019350236,MAPRE1
ENSG00000166974,-1.003515732,1.13E-14,MAPRE2
ENSG00000084764,-1.002539116,5.80E-11,MAPRE3
ENSG00000186868,-1.507476673,5.54E-14,MAPT
ENSG00000145416,-0.649513253,0.000257555,MARCHF1
ENSG00000099785,0.787193905,1.57E-08,MARCHF2
ENSG00000173926,0.350014771,0.069979288,MARCHF3
ENSG00000144583,-1.753082777,6.54E-12,MARCHF4
ENSG00000198060,-0.415838739,0.003010356,MARCHF5
ENSG00000145495,-0.382298431,0.002107885,MARCHF6
ENSG00000136536,0.006994432,0.960339778,MARCHF7
ENSG00000165406,0.187054688,0.088065061,MARCHF8
ENSG00000139266,-0.603785055,2.47E-07,MARCHF9
ENSG00000277443,-0.310028228,0.019560479,MARCKS
ENSG00000175130,-0.657921417,3.59E-07,MARCKSL1
ENSG00000019169,6.140250698,4.62E-32,MARCO
ENSG00000166783,-0.313404594,0.01020361,MARF1
ENSG00000116141,-0.558436972,1.82E-05,MARK1
ENSG00000072518,-0.441783651,0.000211891,MARK2
ENSG00000075413,-0.01009655,0.936651275,MARK3
ENSG00000007047,-0.174995947,0.192467679,MARK4
ENSG00000166986,0.323630292,0.007954691,MARS1
ENSG00000247626,-0.025916526,0.893115311,MARS2
ENSG00000155254,0.819616563,6.17E-05,MARVELD1
ENSG00000152939,-2.249437395,4.69E-11,MARVELD2
ENSG00000140832,2.652013852,5.97E-23,MARVELD3
ENSG00000127241,1.246566296,4.09E-15,MASP1
ENSG00000105613,-1.081326385,7.22E-08,MAST1
ENSG00000086015,-0.580003444,0.00090516,MAST2
ENSG00000099308,-0.309772287,0.038815739,MAST3
ENSG00000069020,1.708865776,4.39E-29,MAST4
ENSG00000120539,-0.356341968,0.003367526,MASTL
ENSG00000168906,-0.459617221,0.001122126,MAT2A
ENSG00000038274,0.200884697,0.074504611,MAT2B
ENSG00000007264,-0.697851686,0.00190739,MATK
ENSG00000132561,2.454859387,5.71E-44,MATN2
ENSG00000015479,-0.14524703,0.327276943,MATR3
ENSG00000129933,-0.328754005,0.001322177,MAU2
ENSG00000088888,0.341384007,0.003218532,MAVS
ENSG00000125952,0.120138704,0.367493529,MAX
ENSG00000103495,-0.577419223,3.74E-08,MAZ
ENSG00000180611,-1.402555393,8.44E-22,MB21D2
ENSG00000141644,-0.052608046,0.660974617,MBD1
ENSG00000134046,-0.086137707,0.507747082,MBD2
ENSG00000071655,-0.153874158,0.308178862,MBD3
ENSG00000129071,0.066354967,0.589582096,MBD4
ENSG00000204406,-0.372602583,0.004917073,MBD5
ENSG00000166987,0.304248111,0.073393372,MBD6
ENSG00000151332,-0.570969084,1.62E-05,MBIP
ENSG00000214309,0.162549218,0.55745142,MBLAC1
ENSG00000176055,-0.662535855,1.51E-05,MBLAC2
ENSG00000152601,-0.071284428,0.610651933,MBNL1
ENSG00000139793,0.822402183,8.23E-08,MBNL2
ENSG00000076770,-1.841866765,2.44E-20,MBNL3
ENSG00000172197,1.845447278,5.83E-24,MBOAT1
ENSG00000143797,-0.114201952,0.412393187,MBOAT2
ENSG00000125505,0.709208329,4.02E-07,MBOAT7
ENSG00000197971,-1.943786765,4.03E-14,MBP
ENSG00000011258,-0.705394875,1.96E-05,MBTD1
ENSG00000140943,-0.41593192,0.000652118,MBTPS1
ENSG00000012174,-0.022907463,0.914345829,MBTPS2
ENSG00000258839,0.083849578,0.687561989,MC1R
